mint,sources,protocols,symbol,name,decimals,is_verified,pool_count,sample_pools
6bJ1SzDvvF16iuGVAgdZFQAzbFk98wdxHGbdMQThpump,pump_program_sell,pumpfun,,,6,false,1,CEf38REhJuQqu46iZb8cGknrevegg4VKHiv6ri28Cspj
6Bxp8eYucgwz73CxoFVu2YJFsWe1zaGYSt7QkVUGpump,pump_program_sell,pumpfun,,,6,false,1,9mX8zK2L83PvdAL4VMntxWwfwkx9JgUo1nzi3S2aNWyN
6D62mTBDifQM49tzWooi2xVaHLNd4mB9rKj68capump,pump_program_sell,pumpfun,,,6,false,1,9Vm7CxtuqYVN9irtCFhqWJ5tYajgCTy7RnDnuu2HDDCe
6EWmrN18mhmQoJszTwcHbsE8gmvvWd7YcaJF1xwhpump,pumpportal_ws,pumpfun,UNPROFITABLE,Unprofitable,0,,0,
6FvcPXNH1FBtRUpeV5m1Ks5K147tDquMZw1Sqkkepump,pump_program_sell,pumpfun,,,6,false,1,6JrtCZ3Z95QeWTbCqEzYcZ65NJvmCGAruisVTTcubE7m
6gqNhboTgmnYcgDGPwhJLtojRwz5piFEd23bFZugpump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,drink,drink,6,false,18,84FLgdV9AmTYjw4h9NZEb2cowXfN5gydxJU3YKyEnTf3
6GX8JEJFFhGTLix4MZepQ2uug3arpJGMDHLF2m4cpump,pump_program_sell,pumpfun,,,6,false,1,4jZwYS3WJ9xjB9tGKFzgZioCR61tEjpKPZbay4Fmtxb4
6hZhNwxtemywb17QFXDnFZ77dWE6XfE5NT9Si3Qipump,pump_program_sell,pumpfun,,,6,false,1,8iu8pv5nrVyqKMMPbxM4mEWmGsGKoRrhucCwxdSAxskh
6kAj3VbwcPmHr66JZzGcWKqpaJaBrHDT2yDSgg6Zpump,pump_program_sell,pumpfun,,,6,false,1,57PPLpmqVwEYMAvDvDzAAxNHmGMoopy1fUndiXf74HF1
6MhMWFP581U5fq2RcjiMEaTJkp33QrrGkQVnTwkfpump,pump_program_buy|pump_program_create_v2,pumpfun,China,Xí Jìnpíng,6,false,2,BcUjTHCJFvmdersxvYdD7KCCQ4H8ph3SBaJJQearZ2qA
6oLZgNJmyn8mDLBeFGvvtS2iyjkbYXQF2ZPP8Eoupump,pump_program_sell,pumpfun,,,6,false,39,8LbSo3r8nRLXhw7iANgfpycM7ig6bVXykVX7TZXv8YkV
6oomuFkgJed4fQpk6BCvuVaJHH1C9YeAzzVESvtgpump,pump_program_sell,pumpfun,,,6,false,1,DrnRbxdGjv9KpRXbGSkm3a7FwKc9PUW73SMRQemATT5R
6QfksZ4idZhfwHZPXNGN3Gsk8SKhMvPrehjg3Z2Mpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,22,2WT1nM84t4xCGtQNko5xQUbp88sooGmPP8G2UHJapodM
6QfYnTCeVvFjM6hkeivEsxhyTYmg4a8YLsEnTiRHpump,pump_program_sell,pumpfun,,,6,false,1,Hwrv6ndn8fGRKBTYgRoAEMqUYwkL8QjGEsHLZtJiQ7Ty
6quBnFJRdfcZoyykho5vpk4w2U6FC57bEzPAqydYpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,19,3o9Bf52GQMafWokYHxE6Ap93Qhux7YZdvbZY8GYfBcPS
6r4i61LEL86SzP6b1g96Xx1G8oGFv56uA9YDowPtpump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,毫无实质,Nothing Burger,6,false,9,9yZGW49Hagt8Sh5ciXjfVUHJc7Johyw3MnPtGqPJoYzq
6uJ2JFGxZwWkgCyR4FHbJht47w3bkMWebuhsFyjXpump,pump_program_sell,pumpfun,,,6,false,1,Dt88GHN1NhfWL58KyRp4GN5KyU2BFGK1HSfyNcpUGJnX
6uMjfP5iqLbtDv6fTHV2ESUS5wZ8ux8W2RiqqNDFmDKu,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,Aineko,Aineko,6,false,16,Ezsr9uKHqzxsfdEryTTMNJPiQvxzW1syfpwuaTLmTf2n
6uqWpjfSyJ7Fg6L19L6FeC1nEok9pWTWPVsqD91tpump,pump_program_create_v2,pumpfun,WHTF,CHECK PIC OF MAIN,6,false,1,Ccbzx4hepuT3wrknJ88FRah7PG8HoYop2MZMGPzRVkXd
6WeiWhKRHG5yEzsJEzkZ4hmqfg9hfa1dpR3qLoR23hku,pump_program_sell,pumpfun,,,6,false,1,3WGgVrEWoWdEMn1WZFELxCuhrJaN1gdjAVwRj17G8t11
6YLG1ZGFa6hF2Dj7FtBfp8fTWt9gxJ6eTL8j1m8pump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,CLOG,FOAMCLOG,6,false,3,CkrvT5VNyqjVcf7NujQeD4L3s6LdEx76noJf2YHwVJrB
739uyCQBa3brTYC7qW3bocLTjWP4RbxjffdK9R9epump,pump_program_sell,pumpfun,,,6,false,1,GrJV9w5XR53aZGqyhaXj5yQx3SG4KaKnhaSMTdSGTssw
75jAgH2jR7kcRx4kvmNGiTquGS1T2umxSGxAdg9spump,pump_program_sell,pumpfun,,,6,false,1,2Huu5ZauoxspsTW5YwGSAZZt5WyuaXMQNHFgJEKy5Myi
77eue2eFCmeZsiooRqitUayvyyZbDVhnX6NHn7w3pump,pump_program_sell,pumpfun,,,6,false,1,7HGpw2xyK6jD9xyHnVTBrkExhdcNyF7dSUYTeuNjQGhH
78Qga7qrpkF6uptqepzxxce2jUaSBycnvtdRchDapump,pump_program_sell,pumpfun,,,6,false,1,9zR2VKQH1zwXDJEg21DXBVCCLKzKry85jzmPe2vMVPNP
7bcM5VbwuZx4kndNDkA9MGu1BCS6VEVuGERWgujopump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,15,55DxzZnY3ycUijnqKQKcZwXZULV8aFNQzJfWpc1NcuHu
7bQsvgXfMa8cHsTQJutNJzAipAWmNDAKRE8wDdbLpump,pump_program_sell,pumpfun,,,6,false,1,7138PKKQidJZWfAtwixomd1FkXUG8LoKBZQXdFxUbURY
7cLkMrU1ShxH5DMfHhW8yZUndmAKhJgUNqwyWdyBpump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,MBAPEPE,Mbapepé,6,false,85,9Q3Kag6NF6ndvVVqnWTENXTcNnfJB7tFZmVWDUdxbjDs
7dy5CWgV4rA3reJPFTwASCCoDPDuTNzuTpBTEgBi15LQ,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,quit,I'll never quit,6,false,35,GDkkwP4QzU7pah9kWWP1PX8VEY6jJxxvuLBQegSanqzY
7EXvrp5UcDdJoZgaDHkv3ug1sFNKMEV3SGSGw66Rpump,pump_program_sell,pumpfun,,,6,false,1,5VWkYFcmS8s9UkKUoFaPNp8mKRa9A9hNMnci7RtPstjo
7fncgsm3fy297UaK6MvwSZFDLVSyhShPkGMcusi5pump,pump_program_sell,pumpfun,,,6,false,1,D5aPtgyR4APQoCjpMNLdCcK8vR8zKGTtLYE5oecPY7Gf
7GaSuTDbcrcz89MLZyMaW5EZT3QNrXfM9xdkbcwNpump,pump_program_sell,pumpfun,,,6,false,1,FVSssf3x9YSJQhvjHRxAsUrjhaembTjVKdCr8WhC7yC2
7H8hQzmnCi2p3ga6u6s3UAHsZ9dFNjNpKtjwJVAApump,pump_program_buy,pumpfun,,,6,false,1,8kKpyKUQoZtPLvLpgxtmnTQeBGuaofuv1pDRVJPTfeJV
7hiiHspLWAgiEY2a8KcXyf2ekzP7EYN72VfvUWZJpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,18,9ALPSvh388FHD8evp3kpZLwUeBFweh3LP5d5fow2rArv
7HprHRuk5iJBHrYczfyfaqV3eFhojZLJnRxLdW7YgsVV,pump_program_buy|pump_program_sell,pumpfun,,,6,false,2,C14CqCajz9kTsMySJCT2XzdRRqgmy9mNZdK8PN6P5VyV
7HTtsFAbxwDBgquyMwNAYURTmTSYC4dQwNDPgboDXmYk,pump_program_create,pumpfun,GUILHERME,Guilherme,6,false,1,BHF2r9i4AKt3ehnSEUMnmAUkke3mqm2W3vw8HsVbWbqL
7JjT4atAws38ADz62tx1Z5vSRfPpVVZc6833ZpiPpump,pump_program_sell,pumpfun,,,6,false,1,Fmp94N9taxPkdU2FmqiL2b43SLdQof84VNQqA6fe2hoM
7jrDHHyx7TyGt4qRqkywPdNLKH7MLvKPc7cLV2wgs9sB,pump_program_buy|pump_program_create_v2,pumpfun,DUMB,INSANE READ!!!!!,6,false,2,HKhtsdjaHAnEKxnqVNrL2T9njJ9KjPhT7Ud7fD7i6HrF
7LmkcPoTQWiEJKqkLuQXqVMBu5LsKd69fvC3bTAApump,pump_program_sell,pumpfun,,,6,false,1,59Sae5DJHEQKTFKsnESMi1iwDj3Gm7b536hmPrRWtYt
7NpkTLFJnoECwANdgj9pSsQ9NPyMNmEW7CHKgbZepump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,10,6MAnAMc3MGVKEpGph57Bd6i5PFPsCQX1FXJvf8fmdbvj
7RHMAsrWpYM7Qn95RFTuK2cakPrBk3br5s37TCkZpump,pump_program_sell,pumpfun,,,6,false,3,Gb6PKWj7Zz7HupJ1XdH6VrwCdgCcJMqo3QDSmemAHTsj
7SsmyyFELDDNZ8KXfhgqksvrRPTxzYjMk1q7cSGErBpf,pump_program_create,pumpfun,FAYZULLAEV,Abbosbek Fayzullaev,6,false,1,8bbgqMGQr5Aw78uK5z6fBvVhWUcZtVX2zVuYQkkcs1hB
7T3Ya597qurpkDn3dBoi1HSWGtS9vGE9rSLWNSRKERwT,pump_program_buy|pump_program_sell,pumpfun,,,6,false,9,HDKiYFQuuJcEh34jr6rv1RuFtKYdZkM4FwTjcHuKFpPq
7Ttx1XXB8kyPiR9wusf4mrwQN2dbGNYWWPs64tdgpump,pump_program_sell,pumpfun,,,6,false,1,2raBXtr7HYd6QxjxyGMHaJzwwpzbTtiwbj9QHvfNKUme
7ucqDobvPahfcDaNYooYfmvxFtQUJYXAwShAmxVvpump,pump_program_sell,pumpfun,,,6,false,1,7DpZ4qhT5xQw9n6szqwnkDgKWsc3MtkLDgQZNE3hfQao
7UPVXW93MNmoVNjKTaGNHrLfk1r9WTqMUq8WkPDPpump,pump_program_sell,pumpfun,,,6,false,3,ErNFeXr3iJwiVYg4azfs6PZ2Xsea6qFTbtVuUcNGpJTY
7uUh8WUH4cG86kpAN9q3gegsTcReGZGke1k5wJygpump,pump_program_buy|pump_program_create_v2,pumpfun,JACKASS,PHOTO IS THE SAME AS DESCRIBED,6,false,2,Hap4ewzx1TFsajnNSeYKTcXwMwyvyaDJh5paNmiNnFuh
7V1CTrTbAToPfUK9GNW9ocaKDiRyT6kfUjD8bnWU98Kg,pump_program_create,pumpfun,MURILLO,Michael Murillo,6,false,1,Ecg5m4iFX4oLRrkkfEcMyiyM9P8UaGVM9fMypz6x3HGW
7Xde5LFb5KWjbMFV3KwSgphT8QwCBEkbhumwtoLQpump,pump_program_sell,pumpfun,,,6,false,1,43HAXuYmyc5DpPgCQgWk7CTANeyD9bW34YTeUf38eqbb
7xLdFTtnP2WDrHsBEcuvF9XasujzNRX3BdmqyV9Qpump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,BOX,Megaloboxing,6,false,5,76ktxawBQPtU2BxWPG8omzPX46VxiXdD98g3eq6iR28x
7xWyuAjgkviVnSZ94Ji4iLsS2goXs12SjcDeQZYYpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,18,FwkYRKhXtavAdZKG9poQ2nN6YngcZECt8jTGJUgqZMCM
7xyNY9L7gss7aVEEPrUpKWVXtuFirRb5iELq52P5pump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,AINEKO,Aineko,6,false,15,4cpQPiHmQECoLB69DBJL87soJj95t4z9H96onnDvqFKV
7YC5DmrFMFXHiKmTuzTFhdhnqvyDUghJwP7259Jppump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,CCC,Child Care Coin,6,false,66,DrRxB4efqUaLPdYpq2fZjDp2sQGSNy4azmBFMjKBufPR
82EeVNgWSEJZq6Nufa3c5XjKSr4dvLyfy7vDJX3Bpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,39,5AjvedqVt5gKafwFXTwPYm8RVodyufF338KxbN6dKv73
86dRVyZAk6AhEBAZ3LwbkimMkMVMoiJGAfo4oR8Tpump,pump_program_sell,pumpfun,,,6,false,1,de2ZU7BMzeVomBUvvFEtPtriuW2xrCAkAPC6uPD4Agh
86px5Rv9t9A8PtCbJs3oXW3CBmtVM5wSWqdUup1SZyf5,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,Aineko,Aineko,6,false,76,7YDFkU3napRZU2tfya48PKUrvtZ4UtFBaKCP4Yw9rzBh
86RMqrkzGNS6sXQ2e96FHUcoMNSt8Ynmk45SXJvMpump,pumpportal_ws,pumpfun,BALL,BEST PLAYER OF WORLD CUP HELLO??,0,,0,
8aCUDNoxCpYyqbihGab6dBqRaTbeUk99h3DXEPH3Vm8j,pump_program_buy,pumpfun,,,6,false,2,FdSbwYczwLyjCGBSyYtHpcs3GM5HmXScYGmftE2c7uES
8B5STCstZ4hGTv54VBTvscPgWZbR9PwY2oZKWYGypump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,8,5v6k7qpv14wScqhocto2r38YvRduUzZQsJ5Q8n3o4Dou
8ddeqehTZo689FFX4QdkAFZUgJmCwWz4c95tTpJypump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,10,HUUTVuR6UqP1X5c2JZFSmwN5DYR6ZiAxtp3ubGE3oGjK
8DENp3byKVwpfeaSgWZqwAW8iiiPhyGhqe2nYyyFpump,pump_program_buy,pumpfun,,,6,false,1,BeUyugGKcM1tH3VLRntE8kqcDfchCZYxVRFdGbixmZp1
8ee8JvGRwhwx1wuCssS9JxQdLKj6AadSTh3R8ycvpump,pump_program_buy,pumpfun,,,6,false,3,BTaK9L6f8r2H1xHmR66v2BiJHbkqcN7VmfuCunZXaGLf
8Enu57SvFtvyRXFGrb8ZPCznubjaLEfx5dLHFFznpump,pump_program_sell,pumpfun,,,6,false,1,AJxHitgfKU7gX7gTDrvKV8S7PqFu8MqExerExUQqUyKj
8G1eWF7hqqG6zpWBhydxoJ6SdAWLt69NqTCqn7Rupump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,SPEED,Cyber Cheetah,6,false,88,4kT373ZG8CqR82pLmPj6rpG64vMM1VA3EWXLLA854QSp
8gra9pG7MfUnwVmdsovMdkooQ6ccrfYFHqac8QoreBjU,pump_program_buy,pumpfun,,,6,false,2,52PjrgLgPQXc8osyEvBTMNy26U7x1wBNcfQhfrwxSCd6
8Kkg9zne6qsx1mixH4Lz8sJD5zUc1kxDJXrBpUoQpump,pump_program_sell,pumpfun,,,6,false,1,92uV6rWuLfh2ydUGTZmG57UMakaQnY2tLNtNXwRT74oj
8mSmLN6UNJ3BdD4hRCnFDwMexF4CQZi6iY2Q1hSLgXKu,pump_program_create,pumpfun,SORLOTH,Alexander Sørloth,6,false,1,Fep6hKHSzMEsEkhAqSToFoCsVNsnift9sCMmG2qRPot
8PsCgVmDttqE2eE7Ae4D8bp32zYSkpNP17LUhmuipRsm,pump_program_buy|pump_program_sell,pumpfun,,,6,false,26,9HJsp3BppPBaJGkxuDTdAKA4APAm9KtBtFdM1KnmNmqF
8QMgRue8UU3MkbiekfmJWsgsbNsQiMBHPVERkvyZpump,pump_program_sell,pumpfun,,,6,false,4,2aXow3VaVeZ7pKNuwi1CNt4h7r41HrbAPWUG9RjfDvze
8Tra3PSqvfm15DV4nU9v7DHAGwEnpBiDSDcpMkGBpA28,pump_program_sell,pumpfun,,,6,false,1,5x6RWWfoMxqfcQPQsKhQUnnJDsfh6goCdH2vH2chsNF
8TuzF7bts8RgHfBaA5rLtHGeRsGjbTPvPfPVoNdkpump,pump_program_sell,pumpfun,,,6,false,1,GXSHeEL4yN8mA96LD48pTtm5Z1ArPdtmhStfj9iCdi64
8UpGCEP6AJCYBWb3amVWXnRa8r1rjUDuUvDVjhucpump,pump_program_sell,pumpfun,,,6,false,3,2RGy1ABdMf3SaREhrXTY2VTKKF7eTrAXxs6AWC7psU24
8wEs8XvHfjtTDvZDSFY2DN3hUwDEzvxMhcD9jTtGpump,pump_program_sell,pumpfun,,,6,false,1,87DWdqZTj4nrDzYUYDUYYTQJHXEu9auYPimEpW9bjhFW
8weUCPhicTtm3gteCAkrJ5SRC7t2JsstXgeUbu5bpump,pump_program_sell,pumpfun,,,6,false,2,ASzBu8ugkKMFpgaxQje6Uefmh7xmQAATnS58JR27nAaX
8XuV3L5s2NpeGeGBPkQBAoSiHh4pEVGgem2LNzGSpump,pump_program_sell,pumpfun,,,6,false,1,q2ZauDNsf1npSEYm6wKT99af38oSwixTnmdaUK5VPAt
8yEShA3RGgwJ5y6TU5WzktxuzmXw4sQKpxrbTkNrP3JE,pump_program_sell,pumpfun,,,6,false,1,mPLRFogenr1rfnYDxEGhf4fRArCo1RFzQBHPiGXGx64
8yULbqssCoTLA9676zTVcVAwoLK1QjUrg422WAqQzvgU,pump_program_sell,pumpfun,,,6,false,1,8BkvJmvscrDbKMDe4p4q7rKZ4Jie7S12YhUzvYEjndhS
8YVeiguG4pApiQZDd92Rip8dqbkKng21ctqhMtxcpump,pump_program_sell,pumpfun,,,6,false,1,7nX7DdNSGFPPt2cXpFqeioKVJ91xEwLtYPQktEAkCJug
8ZxC5baorEdNcrCkQnA9dgAZZQMquQhBN7jHdsmJ7hDk,pump_program_buy|pump_program_create_v2,pumpfun,DUMB,INSANE READ!!!!!,6,false,2,9m3fxHsMb5oSj5736sBPnNBgkYZPDCekUZ3deWd8caFN
95MbghSfHsovuRoE8m8qeYBxgBMTDakWUhr8Btdipump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,4,FygkKkLdFQ8ikn6sZ1U3Uno4ev4SzH2sREBHs8xnX1C
95sH4rrKrvsW5mxr3MsJpj3P5bwrfBPDNCke2Vvvpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,42,Bn4UhVdEJuWKEhwZVP14disGvMcwgxUf8MNZ9pXxDoVK
95Vec26GAbTPYxgRFox9QR5vmCpQvniryKZMZUwzpump,pump_program_buy,pumpfun,,,6,false,1,7gg4P3Lrd4iTNGmJAmucdh4kGcB8XRzkNBx794jaTDwZ
98KwHD8L97i6KPM6UYu161st1PszespKn7Lv8VA62DtF,pump_program_buy|pump_program_create_v2,pumpfun,DUMB,INSANE READ!!!!!,6,false,2,Ef4JcnjzRVXtmuTMWc9vKM9dLu246Pxv6oWWxD2yKZqd
9BpUEnvDNgPLV4mL49FgVbbezdjrmNXw85cayGYnZWRY,pump_program_create,pumpfun,DUMFRIES,Denzel Dumfries,6,false,1,2D5qNaPxf69P4UDRbNHQanyGFAso4h9fp9r9UHTaZy7t
9bZNHosiUnv3dQMKqXdcjj1ynSFtwY5FLySWMjmqpump,pump_program_sell,pumpfun,,,6,false,1,3u9WxVrY3DRSa7SE7fBNbG2PjT7VCqwJH6kUVMnUoL8M
9ctTUFxaQHctbsPzJNXcHSamvmRDtEUDmdEqUaqKpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,47,26jz9Frn9WMEJncfmN2qyy7a8xEBYU2bMwULocJxXjh4
9cYhmRgazoDwgUYKnwN5tkZijCi9LZFK4RKb82GFpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,4,3QKisZPvzGaZsikyv1jaDx7EK3JnYbtsbH6Q373g74rL
9fpUEFkF8vCr5NFrA6useJYFFrHoAiQnDvLnohr5pump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,5,HvtuAPnKEsDAWhuubf6xcWFFK1y2UM3iEVuTyaXvZBg6
9fTAgjcek8BHnWPSU9puZcivfoDSNbZeGa1CR5KgegJM,pump_program_create,pumpfun,KODISANG,Kobamelo Kodisang,6,false,1,5Y4AeRmZToJVARgRriybXi8aSitGbFTqQtwtjVCd6Tcg
9GaMA2RZfuVuj4HddN2v9Wy6TAfUjdxfjzPWtERKpump,pump_program_sell,pumpfun,,,6,false,1,5cPNYtm5deWQxvjRLXBMwqhgF1GSDzeTTQYeoi8uTM24
9GGCPHrSAp5ZvXA46fNveh9RaanpGEXQcXxWfjKYsv9q,pump_program_buy|pump_program_create_v2,pumpfun,DUMB,INSANE READ!!!!!,6,false,2,3MkP7gL9zhuVGnA2XD2FdtLcT5hsgjhFsa4k7niLSQoS
9gi3yAZ4zjxzZgGQoohrsRDwS1cAkTuXz4sR4tyepump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,SATURN,Saturn,6,false,6,CiCikosGN1LpFAeZYed22mHG5yTi7MGxjfPPpXBVHQ2u
9GihKzcszJxQvL29rZadXgiXuZit4F6M8fBagefPTBon,pump_program_sell,pumpfun,,,6,false,1,3FUbw4cJ4Y2NVwQKKwG67zrYkQDxfxJBwZGBo3kHvcse
9gM91ooHxx6hS4QhtL6WNsBgWmf5dkZZSvA6HgmVHkDL,pump_program_sell,pumpfun,,,6,false,1,8JG1GUVRV9WkZxPUrtAajYy1uvencX9ad3bXtLFRomFn
9GV6KtfkuP4SB8jkQcoJiQuiFsnbgQb6ec4coPsDpump,pump_program_buy,pumpfun,,,6,false,2,Agrx2r7YsSbhEVU5Eqn5to4WLdNHD8bw5kYrUdAjxKSj
9iufvxZZ1ZQiFLiQ6nQzmCqxvEVcB8vnUbha137Spump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,MH,Meme House,6,false,9,HKw66yArwQEjqYof9csFAHXat5KcoEtbfXFHUEPvXjtn
9jBbyCpEoWa9frvtAbq4xNQ8xoHPedeWYkVBDVU9pump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,7,BNzPYp1zRdyMpudNPXkve7VpZAynQ7hbjEpfeCU1fU8D
9k7s6G7mwmpFRRE5Yb3hE9PYtrvJkaFp676gXigGpump,pump_program_sell,pumpfun,,,6,false,1,9QAEfuqzQAcC9J5TDvhSEoWweheuwrMh8fgrijyEc3jX
9nGTcW8zmUpthTK79dEKh4NeVo2vDnfYxFQwmsDJpump,pump_program_sell,pumpfun,,,6,false,1,AfL7NsQm2csAYySdiVmaSwzHthTJnGiVkcTj2cHBpLE6
9NsFxLCwaKdo23mP5oed5Gyayh1x2rZMbmayUY2wpump,pump_program_sell,pumpfun,,,6,false,1,ARdAXFwEiDJ5JXsaxoa38DwBTKzBaF8dxMN1FdNHFwKe
9otFLZQxbC3CKTuZkdzbFTjU8zhWm44b2bsP5KoRMgdC,pump_program_buy|pump_program_sell,pumpfun,,,6,false,25,HucVrtjJqYax2157traBMivGkyZWWe4C1RBAGeWsgeAL
9q4YpAo4XnLZjEUcYdXPRuw3jMEgn6o9CUCftxugpump,pump_program_sell,pumpfun,,,6,false,1,GsafqwrQeNkDfRAp4rtaMBsLadksR6aBSigmcGy7Mxsd
9QqS7qmv7tzurfKhVrjGEUGJQtHes6PzTS4jrQBxQWen,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,KIDS,Money To Kids,6,false,8,5W3m1TbawrRwdEWdu6DPYiradDL792PPPXv8pTHk7Niz
9R2oEHpwXwetSgCrGB9ibs8t4nUieq2nawWT4Bhipump,pump_program_sell,pumpfun,,,6,false,1,DLU5qtwMbdLiHL7swXFVBKd9cckruDfPWNEBi61xcw5f
9R9hkUu9idaX5f8m4JiZRvcqn6nqfSVsDphgGjyUniit,pump_program_sell,pumpfun,,,6,false,4,8YGBZN1aYYyrX2g6ZWYrCbxqYMQH2og46BuSh9YSBNQ1
9TEAdgj214JknyGKrnacE1FGu23QrCwvqoESrnHApump,pump_program_buy|pump_program_create_v2|pump_program_sell,pumpfun,POV,POV,6,false,6,8jvRKahkfNqqF1HT7W7Gt9ubrVpfAM2JG83CwuY7KZwp
9TzAywojyi8iAJAYJN3Z4PAtA4e5A4G1M2E5GPWWYct2,pump_program_buy,pumpfun,,,6,false,2,GQ2m22SvvEzK1S7FmcmG6Y8JetwUohVhwGJR1Xjba4Zb
9wm6FXTKfuDHjGwFFTKDtHThX46m1aNwsQok27FzkadR,pump_program_sell,pumpfun,,,6,false,1,C4ehZMtcaX6ajmYpwftiVJj7dGgQ41tgVWKmCRuqR2J9
9xusCk7ZqefR9GdLgkBQUDReHYrVfoShPtCySThTpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,24,6eVsxHv2ENRkS7J9PmDWP6SE2GF5d4YYKpPWKbkwsc6a
9xz8bekppQYVuu7Lnibh4dL4r9VWrWqPQGR8C7ATpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,2,47wpRb1Axo2mKcht5NSmCSGsVPZjvx7JPMQXasQdXt27
9yHnyL9nAjgb1KiLmhYmutQHdWkzg51Mcv9jLxnQpump,pump_program_sell,pumpfun,,,6,false,1,A7kycRHXAThiDH6y5HFw5mGEeUWJiqYJ6rYQ4uGaUPfy
A4LTU7gLQPPWd4XWQfy24aLpnATtKfEbB3TyvNQ6sioj,pumpportal_ws,pumpfun,GD01,GD01,0,,0,
A6WR1AYPaoLhJPsGpK8b2NUnx9ponvXXCAMGZcTQpump,pump_program_buy|pump_program_sell,pumpfun,,,6,false,2,ED5Yv3FqJpBEkh8wgZ4vTgZq37qf16gHTxGdeJjhr42b
A8om6kMJBcm49pXriS1fGvTHBJ4x15pNxjSWyvLcu7Jx,pump_program_sell,pumpfun,,,6,false,1,HEoPz1Vqq9S2iatzMkYCqvwoYFJUVtgXjWK8sg5kz4Gg
A8uyXoRfbVW2dqRPkr9PNT7RA5FTXdfnKWgkBDqNpump,pump_program_sell,pumpfun,,,6,false,1,EkFaaGAujWFAX6qTEfRzZnciSPREDAva9QLo8ub1KVmE
